state_name,county_fips,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff
Illinois,17059,Gallatin County,1923,561,2529,1362,0.760379597,0.221826809,0.538552788
Illinois,17061,Greene County,4719,1220,6054,3499,0.779484638,0.201519656,0.577964982
Illinois,17063,Grundy County,16997,9143,26539,7854,0.640453672,0.34451185,0.295941821
Illinois,17065,Hamilton County,3385,739,4181,2646,0.809614925,0.176751973,0.632862951
Illinois,17067,Hancock County,6708,2183,9058,4525,0.74056083,0.241002429,0.499558401
Illinois,17069,Hardin County,1546,357,1925,1189,0.803116883,0.185454545,0.617662338
Illinois,17071,Henderson County,2369,1026,3462,1343,0.68428654,0.296360485,0.387926054
Illinois,17073,Henry County,15359,9226,25062,6133,0.612840156,0.368127045,0.244713111
Illinois,17075,Iroquois County,10376,2747,13307,7629,0.779739986,0.206432705,0.573307282
Illinois,17077,Jackson County,10614,11394,22331,-780,0.47530339,0.510232412,-0.034929022
Illinois,17079,Jasper County,4449,912,5421,3537,0.820697288,0.168234643,0.652462645
Illinois,17081,Jefferson County,12189,4240,16639,7949,0.732556043,0.254823006,0.477733037
Illinois,17083,Jersey County,8684,2816,11691,5868,0.742793602,0.240869045,0.501924557
Illinois,17085,Jo Daviess County,7136,5051,12385,2085,0.576180864,0.407832055,0.168348809
Illinois,17087,Johnson County,4798,1241,6103,3557,0.786170736,0.203342618,0.582828117
Illinois,17089,Kane County,99260,120077,222364,-20817,0.446385206,0.540001979,-0.093616772
Illinois,17091,Kankakee County,28285,18399,47515,9886,0.595285699,0.387225087,0.208060612
Illinois,17093,Kendall County,31970,32977,65970,-1007,0.484614219,0.499878733,-0.015264514
Illinois,17095,Knox County,11917,9838,22175,2079,0.53740699,0.443652762,0.093754228
Illinois,17097,Lake County,120402,184642,309323,-64240,0.389243606,0.596922958,-0.207679351
Illinois,17099,LaSalle County,30717,21029,52432,9688,0.585844522,0.401071865,0.184772658
Illinois,17101,Lawrence County,4715,1283,6103,3432,0.772570867,0.21022448,0.562346387
Illinois,17103,Lee County,9680,6105,16091,3575,0.601578522,0.379404636,0.222173886
Illinois,17105,Livingston County,11970,4311,16538,7659,0.723787641,0.260672391,0.46311525
Illinois,17107,Logan County,8757,3543,12555,5214,0.697491039,0.282198327,0.415292712
Illinois,17109,McDonough County,6987,4736,11940,2251,0.585175879,0.396649916,0.188525963
Illinois,17111,McHenry County,83933,75370,161699,8563,0.519069382,0.466112963,0.052956419
Illinois,17113,McLean County,40290,44495,86168,-4205,0.46757497,0.516374988,-0.048800019
Illinois,17115,Macon County,26562,18009,45224,8553,0.587343004,0.39821776,0.189125243
Illinois,17117,Macoupin County,16065,6892,23403,9173,0.686450455,0.294492159,0.391958296
Illinois,17119,Madison County,73925,56341,132599,17584,0.557507975,0.424897624,0.132610352
Illinois,17121,Marion County,12409,4116,16756,8293,0.740570542,0.245643352,0.49492719
Illinois,17123,Marshall County,4119,1913,6127,2206,0.672270279,0.31222458,0.360045699
Illinois,17125,Mason County,4464,1773,6371,2691,0.700674933,0.278292262,0.422382671
Illinois,17127,Massac County,4939,1683,6676,3256,0.73981426,0.252097064,0.487717196
Illinois,17129,Menard County,4499,1834,6423,2665,0.700451502,0.285536354,0.414915149
Illinois,17131,Mercer County,5215,2950,8345,2265,0.624925105,0.353505093,0.271420012
Illinois,17133,Monroe County,14055,6473,20889,7582,0.672842166,0.309876011,0.362966154
Illinois,17135,Montgomery County,9378,3573,13187,5805,0.711154925,0.270948662,0.440206264
Illinois,17137,Morgan County,9607,4848,14649,4759,0.655812683,0.330944092,0.324868592
Illinois,17139,Moultrie County,4816,1615,6523,3201,0.738310593,0.247585467,0.490725126
Illinois,17141,Ogle County,16450,8883,25749,7567,0.638859762,0.344984271,0.29387549
Illinois,17143,Peoria County,36896,40564,78731,-3668,0.468633702,0.51522272,-0.046589018
Illinois,17145,Perry County,6949,2146,9241,4803,0.751974894,0.23222595,0.519748945
Illinois,17147,Piatt County,6104,3204,9496,2900,0.642796967,0.337405223,0.305391744
Illinois,17149,Pike County,6086,1302,7506,4784,0.810818012,0.173461231,0.637356781
Illinois,17151,Pope County,1698,416,2132,1282,0.796435272,0.195121951,0.601313321
Illinois,17153,Pulaski County,1583,769,2377,814,0.665965503,0.323517038,0.342448464
Illinois,17155,Putnam County,2014,1254,3331,760,0.604623236,0.376463524,0.228159712
Illinois,17157,Randolph County,10624,3461,14332,7163,0.741278258,0.24148758,0.499790678
Illinois,17159,Richland County,5889,1747,7743,4142,0.760557923,0.225623143,0.53493478
Illinois,17161,Rock Island County,28061,34126,63267,-6065,0.443532963,0.539396526,-0.095863562
Illinois,17163,St. Clair County,54021,63433,119655,-9412,0.451472985,0.530132464,-0.078659479
Illinois,17165,Saline County,7830,2634,10602,5196,0.738539898,0.24844369,0.490096208
Illinois,17167,Sangamon County,50979,46074,98845,4905,0.515746876,0.466123729,0.049623147
Illinois,17169,Schuyler County,2720,961,3756,1759,0.724174654,0.255857295,0.468317359
Illinois,17171,Scott County,2071,488,2587,1583,0.800541167,0.188635485,0.611905682
Illinois,17173,Shelby County,9267,2240,11664,7027,0.794495885,0.192043896,0.602451989
Illinois,17175,Stark County,1983,725,2761,1258,0.718218037,0.26258602,0.455632017
Illinois,17177,Stephenson County,12347,8278,20965,4069,0.588933938,0.394848557,0.19408538
Illinois,17179,Tazewell County,42451,24325,67966,18126,0.624591708,0.357899538,0.26669217
Illinois,17181,Union County,5837,2285,8224,3552,0.709751946,0.277845331,0.431906615
Illinois,17183,Vermilion County,19777,9254,29509,10523,0.670202311,0.313599241,0.35660307
Illinois,17185,Wabash County,4095,1200,5377,2895,0.761577088,0.223172773,0.538404315
Illinois,17187,Warren County,4579,2711,7432,1868,0.616119483,0.36477395,0.251345533
Illinois,17189,Washington County,5892,1564,7561,4328,0.779262002,0.206850946,0.572411057
Illinois,17191,Wayne County,7019,1155,8267,5864,0.849038345,0.139712108,0.709326237
Illinois,17193,White County,5586,1390,7064,4196,0.790770102,0.196772367,0.593997735
Illinois,17195,Whiteside County,14898,11012,26429,3886,0.563698967,0.416663514,0.147035453
Illinois,17197,Will County,157672,162874,324971,-5202,0.485187909,0.501195491,-0.016007582
Illinois,17199,Williamson County,22686,9890,32998,12796,0.687496212,0.299715134,0.387781078
Illinois,17201,Winnebago County,59257,59942,121048,-685,0.489533078,0.49519199,-0.005658912
Illinois,17203,Woodford County,14837,5958,21113,8879,0.702742386,0.282195804,0.420546583
Indiana,18001,Adams County,10528,3179,13959,7349,0.754208754,0.227738377,0.526470378
Indiana,18003,Allen County,90283,69960,162979,20323,0.553954804,0.429257757,0.124697047
Indiana,18005,Bartholomew County,22220,12525,35464,9695,0.626550868,0.353175051,0.273375818
Indiana,18007,Benton County,2873,1010,3954,1863,0.726605969,0.255437532,0.471168437
Indiana,18009,Blackford County,3811,1227,5135,2584,0.742161636,0.238948393,0.503213242
Indiana,18011,Boone County,22840,16426,40062,6414,0.57011632,0.410014478,0.160101842
Indiana,18013,Brown County,5647,2832,8627,2815,0.654572853,0.328271705,0.326301148
Indiana,18015,Carroll County,6902,2120,9177,4782,0.752097635,0.231012313,0.521085322
Indiana,18017,Cass County,10285,3722,14207,6563,0.723938903,0.261983529,0.461955374
Indiana,18019,Clark County,34734,22810,58570,11924,0.593033976,0.389448523,0.203585453
Indiana,18021,Clay County,9354,2495,12050,6859,0.77626556,0.207053942,0.569211618
Indiana,18023,Clinton County,9108,3135,12443,5973,0.731977819,0.251948887,0.480028932
Indiana,18025,Crawford County,3668,1235,5011,2433,0.731989623,0.246457793,0.48553183
Indiana,18027,Daviess County,9322,1963,11445,7359,0.81450415,0.171515946,0.642988204
Indiana,18029,Dearborn County,20844,5335,26588,15509,0.78396269,0.200654431,0.583308259
Indiana,18031,Decatur County,9491,2406,12111,7085,0.78366774,0.198662373,0.585005367
Indiana,18033,DeKalb County,14377,5064,19785,9313,0.726661612,0.255951478,0.470710134
Indiana,18035,Delaware County,26067,18848,45736,7219,0.569944901,0.41210425,0.157840651
Indiana,18037,Dubois County,14983,5944,21406,9039,0.699943941,0.277679155,0.422264786
Indiana,18039,Elkhart County,45652,23082,69694,22570,0.655034867,0.331190633,0.323844233
Indiana,18041,Fayette County,7625,2084,9838,5541,0.775055906,0.211831673,0.563224233
Indiana,18043,Floyd County,23408,17025,41144,6383,0.568928641,0.413790589,0.155138052
Indiana,18045,Fountain County,6311,1526,7981,4785,0.790753038,0.19120411,0.599548929
Indiana,18047,Franklin County,9810,2061,12032,7749,0.815325798,0.171293218,0.64403258
Indiana,18049,Fulton County,6633,2097,8851,4536,0.749406847,0.236922382,0.512484465
Indiana,18051,Gibson County,11896,3722,15897,8174,0.748317293,0.234132226,0.514185066
Indiana,18053,Grant County,17580,7083,25133,10497,0.699478773,0.281820714,0.417658059
Indiana,18055,Greene County,11132,3270,14633,7862,0.760746258,0.223467505,0.537278754
Indiana,18057,Hamilton County,102318,90394,196441,11924,0.52085868,0.460158521,0.060700159
Indiana,18059,Hancock County,29288,14312,44431,14976,0.659179402,0.322117441,0.337061961
Indiana,18061,Harrison County,14830,5233,20440,9597,0.72553816,0.256017613,0.469520548
Indiana,18063,Hendricks County,49783,31917,83116,17866,0.598958083,0.384005486,0.214952596
Indiana,18065,Henry County,15033,5208,20592,9825,0.730040793,0.252913753,0.47712704
Indiana,18067,Howard County,25871,12197,38778,13674,0.667156635,0.314534014,0.352622621
Indiana,18069,Huntington County,12990,4416,17720,8574,0.733069977,0.249209932,0.483860045
Indiana,18071,Jackson County,14323,4015,18653,10308,0.767865759,0.215246877,0.552618882
Indiana,18073,Jasper County,12082,3489,15821,8593,0.763668542,0.220529676,0.543138866
Indiana,18075,Jay County,6217,1747,8102,4470,0.767341397,0.215625771,0.551715626
Indiana,18077,Jefferson County,9614,4442,14325,5172,0.67113438,0.31008726,0.36104712
Indiana,18079,Jennings County,9273,2328,11809,6945,0.785248539,0.197137776,0.588110763
Indiana,18081,Johnson County,51588,24880,77794,26708,0.663135974,0.319819009,0.343316965
Indiana,18083,Knox County,11236,3625,15105,7611,0.743859649,0.239986759,0.50387289
Indiana,18085,Kosciusko County,26213,7995,34855,18218,0.752058528,0.229378855,0.522679673
Indiana,18087,LaGrange County,8073,2162,10408,5911,0.775653344,0.207724827,0.567928517
Indiana,18089,Lake County,97270,109086,209407,-11816,0.464502142,0.520928145,-0.056426003
Indiana,18091,LaPorte County,26726,20007,47529,6719,0.562309327,0.420943003,0.141366324
Indiana,18093,Lawrence County,15830,5010,21209,10820,0.746381253,0.236220472,0.510160781
Indiana,18095,Madison County,34837,19824,55716,15013,0.625260248,0.355804437,0.269455812
Indiana,18097,Marion County,124327,221719,351910,-97392,0.353292035,0.630044614,-0.276752579
Indiana,18099,Marshall County,13837,5356,19540,8481,0.708137155,0.274104401,0.434032753
Indiana,18101,Martin County,3961,933,4987,3028,0.794265089,0.187086425,0.607178665
Indiana,18103,Miami County,10670,3046,13977,7624,0.763397009,0.217929456,0.545467554
Indiana,18105,Monroe County,21004,37213,59099,-16209,0.355403645,0.629672245,-0.2742686
Indiana,18107,Montgomery County,12122,4134,16572,7988,0.731474777,0.249456915,0.482017861
Indiana,18109,Morgan County,26965,7765,35340,19200,0.763016412,0.219722694,0.543293718
Indiana,18111,Newton County,5131,1370,6601,3761,0.777306469,0.207544311,0.569762157
Indiana,18113,Noble County,14209,4462,18962,9747,0.749340787,0.235312731,0.514028056
Indiana,18115,Ohio County,2381,666,3091,1715,0.770300874,0.215464251,0.554836622
Indiana,18117,Orange County,6467,1988,8590,4479,0.752852154,0.231431898,0.521420256
Indiana,18119,Owen County,7360,2354,9875,5006,0.745316456,0.238379747,0.506936709
Indiana,18121,Parke County,5158,1371,6653,3787,0.775289343,0.206072449,0.569216895
Indiana,18123,Perry County,5549,2970,8666,2579,0.640318486,0.342718671,0.297599815
Indiana,18125,Pike County,4610,1314,6009,3296,0.767182559,0.218671992,0.548510567
Indiana,18127,Porter County,46109,37213,84877,8896,0.543244931,0.43843444,0.10481049
Indiana,18129,Posey County,9206,3572,12972,5634,0.709682393,0.275362319,0.434320074
Indiana,18131,Pulaski County,4372,1280,5761,3092,0.758896025,0.222183649,0.536712376
Indiana,18133,Putnam County,12566,3871,16731,8695,0.751060905,0.231366924,0.519693981
Indiana,18135,Randolph County,8008,2349,10547,5659,0.759268038,0.22271736,0.536550678
Indiana,18137,Ripley County,11526,2682,14384,8844,0.801307008,0.186457175,0.614849833
Indiana,18139,Rush County,5812,1675,7655,4137,0.759242325,0.218811234,0.540431091
Indiana,18141,St. Joseph County,53585,55215,110419,-1630,0.485287858,0.50004981,-0.014761952
Indiana,18143,Scott County,7633,2389,10187,5244,0.749288309,0.234514577,0.514773731
Indiana,18145,Shelby County,14438,4955,19754,9483,0.730889946,0.250835274,0.480054672
Indiana,18147,Spencer County,7364,2853,10426,4511,0.706311145,0.273642816,0.432668329
Indiana,18149,Starke County,7889,2436,10478,5453,0.752910861,0.232487116,0.520423745
Indiana,18151,Steuben County,11487,4598,16354,6889,0.702396967,0.281154458,0.421242509
Indiana,18153,Sullivan County,6639,2006,8792,4633,0.755118289,0.228161965,0.526956324
Indiana,18155,Switzerland County,3319,873,4257,2446,0.779657035,0.205073996,0.57458304
Indiana,18157,Tippecanoe County,32783,32683,66761,100,0.491050164,0.489552284,0.00149788
Indiana,18159,Tipton County,5946,1893,7976,4053,0.745486459,0.237337011,0.508149448
Indiana,18161,Union County,2698,746,3493,1952,0.772401947,0.213569997,0.55883195
Indiana,18163,Vanderburgh County,41056,31727,73794,9329,0.556359596,0.429940104,0.126419492
Indiana,18165,Vermillion County,5174,1928,7256,3246,0.71306505,0.265711136,0.447353914
Indiana,18167,Vigo County,23738,16338,40877,7400,0.580717763,0.399686865,0.181030898
Indiana,18169,Wabash County,10425,3335,13955,7090,0.74704407,0.238982444,0.508061627
Indiana,18171,Warren County,3402,898,4370,2504,0.778489703,0.205491991,0.572997712
Indiana,18173,Warrick County,21280,11292,33082,9988,0.643250106,0.341333656,0.30191645
Indiana,18175,Washington County,9739,2764,12722,6975,0.765524289,0.217261437,0.548262852
Indiana,18177,Wayne County,17526,8828,26797,8698,0.654028436,0.329439863,0.324588573
Indiana,18179,Wells County,11006,2850,14100,8156,0.780567376,0.20212766,0.578439716
Indiana,18181,White County,7969,2945,11162,5024,0.713940154,0.263841605,0.450098549
Indiana,18183,Whitley County,13122,4275,17726,8847,0.740268532,0.241171161,0.499097371
Iowa,19001,Adair County,2916,1086,4064,1830,0.717519685,0.267224409,0.450295276
Iowa,19003,Adams County,1517,576,2131,941,0.71187236,0.270295636,0.441576725
Iowa,19005,Allamakee County,4857,2350,7303,2507,0.66506915,0.321785568,0.343283582
Iowa,19007,Appanoose County,4704,1686,6466,3018,0.72749768,0.260748531,0.466749149
Iowa,19009,Audubon County,2214,970,3239,1244,0.683544304,0.299475147,0.384069157
Iowa,19011,Benton County,9549,4739,14470,4810,0.65991707,0.327505183,0.332411887
Iowa,19013,Black Hawk County,30572,31299,62653,-727,0.48795748,0.499561074,-0.011603594
Iowa,19015,Boone County,9199,5895,15346,3304,0.599439593,0.384139189,0.215300404
Iowa,19017,Bremer County,8799,5571,14556,3228,0.604492993,0.382728772,0.221764221
Iowa,19019,Buchanan County,6790,3766,10714,3024,0.633750233,0.351502707,0.282247527
Iowa,19021,Buena Vista County,4962,2462,7516,2500,0.660191591,0.327567855,0.332623736
Iowa,19023,Butler County,5784,2144,8027,3640,0.720568083,0.267098542,0.45346954
Iowa,19025,Calhoun County,3708,1328,5093,2380,0.728058119,0.260750049,0.46730807
Iowa,19027,Carroll County,7814,3153,11120,4661,0.702697842,0.283543165,0.419154676
Iowa,19029,Cass County,5007,2077,7195,2930,0.695899931,0.288672689,0.407227241
Iowa,19031,Cedar County,6390,4075,10624,2315,0.601468373,0.383565512,0.217902861
Iowa,19033,Cerro Gordo County,12627,9955,22942,2672,0.550387935,0.433920321,0.116467614
Iowa,19035,Cherokee County,4398,1611,6089,2787,0.72228609,0.264575464,0.457710626
Iowa,19037,Chickasaw County,4234,1919,6230,2315,0.679614767,0.308025682,0.371589085
Iowa,19039,Clarke County,3140,1265,4459,1875,0.704193765,0.283695896,0.420497869
Iowa,19041,Clay County,6047,2367,8514,3680,0.710241954,0.278012685,0.432229269
Iowa,19043,Clayton County,6255,3017,9381,3238,0.666773265,0.321607505,0.345165761
Iowa,19045,Clinton County,13964,9472,23813,4492,0.586402385,0.397765926,0.188636459
Iowa,19047,Crawford County,4651,1812,6525,2839,0.712796935,0.277701149,0.435095785
Iowa,19049,Dallas County,32374,29402,62633,2972,0.516884071,0.469433046,0.047451024
Iowa,19051,Davis County,3027,878,3950,2149,0.766329114,0.222278481,0.544050633
Iowa,19053,Decatur County,2711,957,3727,1754,0.727394687,0.256774886,0.470619801
Iowa,19055,Delaware County,6984,2978,10112,4006,0.690664557,0.294501582,0.396162975
Iowa,19057,Des Moines County,10794,7935,18998,2859,0.56816507,0.417675545,0.150489525
Iowa,19059,Dickinson County,7775,3297,11192,4478,0.694692638,0.294585418,0.400107219
Iowa,19061,Dubuque County,28224,23705,52566,4519,0.536925009,0.450956892,0.085968116
Iowa,19063,Emmet County,3422,1315,4786,2107,0.715002089,0.274759716,0.440242374
Iowa,19065,Fayette County,6325,3334,9817,2991,0.644290516,0.339614954,0.304675563
Iowa,19067,Floyd County,4744,2782,7625,1962,0.622163934,0.364852459,0.257311475
Iowa,19069,Franklin County,3431,1393,4885,2038,0.702354145,0.285158649,0.417195496
Iowa,19071,Fremont County,2711,1023,3785,1688,0.716248349,0.270277411,0.445970938
Iowa,19073,Greene County,3211,1603,4874,1608,0.658801805,0.328887977,0.329913828
Iowa,19075,Grundy County,4998,2019,7131,2979,0.700883467,0.283129996,0.417753471
Iowa,19077,Guthrie County,4446,1974,6514,2472,0.682529936,0.303039607,0.379490329
Iowa,19079,Hamilton County,5004,2482,7573,2522,0.66076852,0.327743299,0.333025221
Iowa,19081,Hancock County,4336,1523,5933,2813,0.730827575,0.256699815,0.47412776
Iowa,19083,Hardin County,5790,2553,8434,3237,0.686506995,0.302703344,0.383803652
Iowa,19085,Harrison County,5566,2245,7938,3321,0.701184177,0.28281683,0.418367347
Iowa,19087,Henry County,6439,2995,9574,3444,0.672550658,0.312826405,0.359724253
Iowa,19089,Howard County,3157,1619,4837,1538,0.652677279,0.334711598,0.317965681
Iowa,19091,Humboldt County,3770,1236,5067,2534,0.744029998,0.24393132,0.500098678
Iowa,19093,Ida County,2771,826,3642,1945,0.760845689,0.226798462,0.534047227
Iowa,19095,Iowa County,6068,3400,9617,2668,0.630965998,0.353540605,0.277425393
Iowa,19097,Jackson County,7074,3567,10782,3507,0.656093489,0.33082916,0.325264329
Iowa,19099,Jasper County,12701,7141,20149,5560,0.630353864,0.354409648,0.275944216
Iowa,19101,Jefferson County,4353,3788,8317,565,0.523385836,0.455452687,0.067933149
Iowa,19103,Johnson County,26087,58846,86068,-32759,0.303097551,0.683715202,-0.380617651
Iowa,19105,Jones County,6820,3942,10949,2878,0.622887935,0.36003288,0.262855055
Iowa,19107,Keokuk County,3869,1219,5142,2650,0.752430961,0.237067289,0.515363672
Iowa,19109,Kossuth County,5983,2284,8376,3699,0.71430277,0.272683859,0.441618911
Iowa,19111,Lee County,10152,5659,16154,4493,0.628451158,0.350315711,0.278135446
Iowa,19113,Linn County,54237,66358,122369,-12121,0.443225,0.542277864,-0.099052865
Iowa,19115,Louisa County,3584,1480,5136,2104,0.697819315,0.288161994,0.409657321
Iowa,19117,Lucas County,3400,1169,4639,2231,0.732916577,0.251993964,0.480922613
Iowa,19119,Lyon County,5899,1023,6984,4876,0.844644903,0.146477663,0.698167239
Iowa,19121,Madison County,6864,3008,9995,3856,0.686743372,0.300950475,0.385792896
Iowa,19123,Mahaska County,8207,2577,10910,5630,0.752245646,0.236205316,0.51604033
Iowa,19125,Marion County,13289,5928,19490,7361,0.681836839,0.304155977,0.377680862
Iowa,19127,Marshall County,9815,7134,17217,2681,0.570076088,0.414357902,0.155718186
Iowa,19129,Mills County,5671,2456,8223,3215,0.689650979,0.29867445,0.390976529
Iowa,19131,Mitchell County,3736,1943,5757,1793,0.648949105,0.337502171,0.311446934
Iowa,19133,Monona County,3331,1236,4616,2095,0.721620451,0.267764298,0.453856153
Iowa,19135,Monroe County,3104,1002,4146,2102,0.74867342,0.241678726,0.506994694
Iowa,19137,Montgomery County,3486,1508,5061,1978,0.68879668,0.297964829,0.390831851
Iowa,19139,Muscatine County,11152,8212,19695,2940,0.566235085,0.416958619,0.149276466
Iowa,19141,O'Brien County,5998,1428,7501,4570,0.799626716,0.190374617,0.6092521
Iowa,19143,Osceola County,2623,555,3219,2068,0.814849332,0.172413793,0.642435539
Iowa,19145,Page County,5153,2060,7297,3093,0.706180622,0.282307798,0.423872824
Iowa,19147,Palo Alto County,3576,1338,4976,2238,0.718649518,0.268890675,0.449758842
Iowa,19149,Plymouth County,10661,3104,13931,7557,0.765271696,0.222812433,0.542459264
Iowa,19151,Pocahontas County,2727,796,3573,1931,0.763224181,0.222781976,0.540442205
Iowa,19153,Polk County,112240,140075,255563,-27835,0.439187206,0.548103599,-0.108916392
Iowa,19155,Pottawattamie County,26335,17468,44411,8867,0.59298372,0.393325978,0.199657742
Iowa,19157,Poweshiek County,5758,4067,9971,1691,0.577474677,0.40788286,0.169591816
Iowa,19159,Ringgold County,2015,638,2683,1377,0.751024972,0.237793515,0.513231457
Iowa,19161,Sac County,4100,1289,5448,2811,0.75256975,0.236600587,0.515969163
Iowa,19163,Scott County,45976,42479,89743,3497,0.512307367,0.473340539,0.038966827
Iowa,19165,Shelby County,4600,1811,6486,2789,0.709219858,0.279216775,0.430003084
Iowa,19167,Sioux County,16053,2626,18881,13427,0.850219798,0.139081616,0.711138181
Iowa,19169,Story County,21665,26765,49200,-5100,0.440345528,0.544004065,-0.103658537
Iowa,19171,Tama County,5379,3070,8594,2309,0.625901792,0.357225972,0.26867582
Iowa,19173,Taylor County,2381,666,3078,1715,0.773554256,0.216374269,0.557179987
Iowa,19175,Union County,4044,1874,5996,2170,0.674449633,0.312541694,0.361907939
Iowa,19177,Van Buren County,2785,778,3622,2007,0.768912203,0.214798454,0.554113749
Iowa,19179,Wapello County,9479,4896,14571,4583,0.650538741,0.336009883,0.314528859
Iowa,19181,Warren County,19486,12712,32662,6774,0.596595432,0.389198457,0.207396975
Iowa,19183,Washington County,7119,4297,11551,2822,0.616310276,0.372002424,0.244307852
Iowa,19185,Wayne County,2426,643,3119,1783,0.777813402,0.206155819,0.571657583
Iowa,19187,Webster County,10850,5641,16706,5209,0.649467257,0.337663115,0.311804142
Iowa,19189,Winnebago County,3636,1909,5627,1727,0.646170251,0.339257153,0.306913098
Iowa,19191,Winneshiek County,6427,5321,11927,1106,0.538861407,0.446130628,0.092730779
Iowa,19193,Woodbury County,25969,16145,42674,9824,0.608543844,0.378333411,0.230210433
Iowa,19195,Worth County,2715,1508,4278,1207,0.634642356,0.352501169,0.282141187
Iowa,19197,Wright County,3853,1770,5706,2083,0.675254118,0.31019979,0.365054329
Kansas,20001,Allen County,4029,1445,5600,2584,0.719464286,0.258035714,0.461428571
Kansas,20003,Anderson County,2998,732,3791,2266,0.790820364,0.193088895,0.597731469
Kansas,20005,Atchison County,4911,2201,7255,2710,0.676912474,0.303376981,0.373535493
Kansas,20007,Barber County,1854,288,2170,1566,0.85437788,0.132718894,0.721658986
Kansas,20009,Barton County,8205,2207,10570,5998,0.776253548,0.208798486,0.567455061
Kansas,20011,Bourbon County,5003,1444,6572,3559,0.76125989,0.219720024,0.541539866
Kansas,20013,Brown County,3106,1065,4258,2041,0.729450446,0.250117426,0.47933302
Kansas,20015,Butler County,22426,9150,32236,13276,0.695681846,0.283844149,0.411837697
Kansas,20017,Chase County,1090,348,1462,742,0.745554036,0.238030096,0.50752394
Kansas,20019,Chautauqua County,1299,211,1527,1088,0.850687623,0.138179437,0.712508186
Kansas,20021,Cherokee County,6584,1970,8717,4614,0.755305724,0.225995182,0.529310543
Kansas,20023,Cheyenne County,1185,206,1422,979,0.833333333,0.144866385,0.688466948
Kansas,20025,Clark County,867,129,1014,738,0.855029586,0.127218935,0.727810651
Kansas,20027,Clay County,3150,867,4113,2283,0.765864333,0.21079504,0.555069292
Kansas,20029,Cloud County,3218,767,4047,2451,0.795156906,0.189523104,0.605633803
Kansas,20031,Coffey County,3371,934,4377,2437,0.770162212,0.213388165,0.556774046
Kansas,20033,Comanche County,727,130,874,597,0.83180778,0.148741419,0.683066362
Kansas,20035,Cowley County,9360,3919,13505,5441,0.693076638,0.290188819,0.402887819
Kansas,20037,Crawford County,10084,5956,16334,4128,0.617362557,0.364638178,0.252724379
Kansas,20039,Decatur County,1217,215,1452,1002,0.83815427,0.148071625,0.690082645
Kansas,20041,Dickinson County,7014,1989,9144,5025,0.767060367,0.217519685,0.549540682
Kansas,20043,Doniphan County,2899,626,3577,2273,0.810455689,0.175006989,0.6354487
Kansas,20045,Douglas County,17523,39582,58041,-22059,0.301907272,0.681966196,-0.380058924
Kansas,20047,Edwards County,1042,213,1269,829,0.821118991,0.1678487,0.653270292
Kansas,20049,Elk County,1123,191,1338,932,0.839312407,0.142750374,0.696562033
Kansas,20051,Ellis County,9743,3511,13511,6232,0.721116128,0.259862334,0.461253793
Kansas,20053,Ellsworth County,2078,636,2758,1442,0.753444525,0.230601885,0.52284264
Kansas,20055,Finney County,7166,3425,10782,3741,0.664626229,0.317659061,0.346967168
Kansas,20057,Ford County,5616,2461,8224,3155,0.682879377,0.299246109,0.383633268
Kansas,20059,Franklin County,8773,3676,12708,5097,0.690352534,0.289266604,0.40108593
Kansas,20061,Geary County,5288,3674,9163,1614,0.577103569,0.400960384,0.176143185
Kansas,20063,Gove County,1227,150,1396,1077,0.878939828,0.107449857,0.771489971
Kansas,20065,Graham County,1055,210,1287,845,0.81973582,0.163170163,0.656565657
Kansas,20067,Grant County,1793,395,2220,1398,0.807657658,0.177927928,0.62972973
Kansas,20069,Gray County,1837,324,2193,1513,0.837665299,0.147742818,0.689922481
Kansas,20071,Greeley County,510,75,593,435,0.860033727,0.126475548,0.733558179
Kansas,20073,Greenwood County,2299,541,2884,1758,0.797156727,0.187586685,0.609570042
Kansas,20075,Hamilton County,671,131,815,540,0.823312883,0.160736196,0.662576687
Kansas,20077,Harper County,2072,437,2555,1635,0.810958904,0.171037182,0.639921722
Kansas,20079,Harvey County,9591,6202,16086,3389,0.596232749,0.385552654,0.210680094
Kansas,20081,Haskell County,1045,221,1278,824,0.817683881,0.172926448,0.644757433
Kansas,20083,Hodgeman County,817,136,966,681,0.845755694,0.140786749,0.704968944
Kansas,20085,Jackson County,4557,1799,6474,2758,0.703892493,0.277880754,0.426011739
Kansas,20087,Jefferson County,6694,3030,9927,3664,0.674322555,0.305228166,0.369094389
Kansas,20089,Jewell County,1370,176,1574,1194,0.870393901,0.111817027,0.758576874
Kansas,20091,Johnson County,154247,183451,343780,-29204,0.448679388,0.533629065,-0.084949677
Kansas,20093,Kearny County,1082,192,1301,890,0.831667948,0.147578786,0.684089162
Kansas,20095,Kingman County,3119,753,3947,2366,0.790220421,0.190777806,0.599442615
Kansas,20097,Kiowa County,941,151,1107,790,0.850045167,0.136404697,0.71364047
Kansas,20099,Labette County,5410,2385,7921,3025,0.682994571,0.301098346,0.381896225
Kansas,20101,Lane County,709,111,843,598,0.841043891,0.131672598,0.709371293
Kansas,20103,Leavenworth County,22055,13732,36547,8323,0.603469505,0.375735354,0.227734151
Kansas,20105,Lincoln County,1233,250,1507,983,0.818181818,0.165892502,0.652289317
Kansas,20107,Linn County,4093,854,5016,3239,0.815988836,0.170255183,0.645733652
